,categoria,titulo,href,fecha,title
8501,Política,Plaza San Martín descartada para mítines de cierre de campaña,/peru/politica/violeta-bermudez-keiko-fujimori-pedro-castillo-mitines-de-cierre-de-campanas-ninguna-reunion-tiene-garantias-segunda-vuelta-elecciones-2021-peru-nndc-noticia/,2021-06-02,Plaza San Martín ruled out for campaign closing rallies
8502,Empresas,Procesadora de carne JBS reanuda actividades tras ciberataque,/economia/empresas/procesadora-de-carne-jbs-reanuda-actividades-tras-ciberataque-noticia/,2021-06-02,Meat processor JBS resumes operations after cyberattack
8503,Mundo,"Cumbre global recauda fondos para 1,800 millones de vacunas en países pobres",/mundo/cumbre-global-recauda-fondos-para-1800-millones-de-vacunas-en-paises-pobres-noticia/,2021-06-02,Global Summit raises funds for 1.8 billion vaccines in poor countries
8504,Mercados,"Unos 800,000 sacos de café colombiano de exportación, bloqueados en mayo por las protestas",/economia/mercados/unos-800000-sacos-de-cafe-colombiano-de-exportacion-bloqueados-en-mayo-por-las-protestas-noticia/,2021-06-02,"Some 800,000 bags of Colombian coffee for export, blocked in May due to protests"
8505,Mundo,"Oposición critica que Nicolás Maduro pagó US$ 60,000 a músico por su cumpleaños",/mundo/venezuela-oposicion-critica-que-nicolas-maduro-pago-us-60000-a-musico-bonny-cepeda-por-su-cumpleanos-nndc-noticia/,2021-06-02,"Opposition criticizes that Nicolás Maduro paid US $ 60,000 to a musician for his birthday"
8506,Mundo,"Bill Gates: “Soy optimista, creo que evitaremos un desastre climático”",/mundo/bill-gates-soy-optimista-creo-que-evitaremos-un-desastre-climatico-noticia/,2021-06-02,"Bill Gates: “I am optimistic, I think we will avoid a climate disaster”"
8507,Política,Congreso deja sin efecto contratación de Edgar Alarcón como asesor de comisión investigadora,/peru/politica/edgar-alarcon-congreso-dejan-sin-efecto-su-contratacion-como-asesor-de-comision-investigadora-puno-nndc-noticia/,2021-06-03,Congress annuls the hiring of Edgar Alarcón as advisor to the investigative commission
8508,Economía,Midagri financiará 50% de seguro para proteger de plaga a cultivos de banano,/economia/midagri-financiara-50-de-seguro-para-proteger-de-plaga-a-cultivos-de-banano-nndc-noticia/,2021-06-03,Midagri will finance 50% insurance to protect banana crops from pests
8509,Política,Elecciones 2021: Francisco Sagasti recibió a la Misión de Observación Electoral de la OEA,/peru/politica/elecciones-2021-francisco-sagasti-recibio-a-la-mision-de-observacion-electoral-de-la-oea-nndc-noticia/,2021-06-03,Elections 2021: Francisco Sagasti received the OAS Electoral Observation Mission
8510,Economía,Total Servicios Financieros ingresa a la Bolsa de Valores de Lima y amplía su portafolio,/economia/total-servicios-financieros-ingresa-a-la-bolsa-de-valores-de-lima-y-amplia-su-portafolio-noticia/,2021-06-03,Total Financial Services enters the Lima Stock Exchange and expands its portfolio
8511,Política,Elecciones 2021: Keiko Fujimori cerró su campaña electoral con evento en Villa el Salvador,/peru/politica/elecciones-2021-keiko-fujimori-cerro-su-campana-electoral-con-evento-en-villa-el-salvador-nndc-noticia/,2021-06-03,Elections 2021: Keiko Fujimori closed her electoral campaign with an event in Villa el Salvador
8512,Política,Pedro Castillo: “Vamos a ser respetuosos de esta Constitución y sus instituciones hasta que el pueblo lo decida”,/peru/politica/pedro-castillo-vamos-a-ser-respetuosos-de-esta-constitucion-y-sus-instituciones-hasta-que-el-pueblo-lo-decida-elecciones-2021-segunda-vuelta-nndc-noticia/,2021-06-03,"Pedro Castillo: ""We are going to be respectful of this Constitution and its institutions until the people decide"""
8513,Empresas,Expansión del proyecto Toromocho con luz verde tras aprobación del EIA por Senace,/economia/empresas/senace-aprueba-modificacion-de-eia-para-la-expansion-del-proyecto-toromocho-noticia/,2021-06-03,Expansion of the Toromocho project with the green light after approval of the EIA by Senace
8514,Empresas,¿Qué beneficios ofrecen las empresas a los miembros de mesa este domingo?,/economia/empresas/elecciones-2021-que-beneficios-ofrecen-las-empresas-a-los-miembros-de-mesa-este-domingo-onpe-local-de-votacion-nndc-noticia/,2021-06-03,What benefits do companies offer to table members this Sunday?
8515,Economía,Riesgo país de Perú bajó dos puntos básicos y cerró en 1.40 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-dos-puntos-basicos-y-cerro-en-140-puntos-porcentuales-noticia/,2021-06-03,Peru's country risk fell two basic points and closed at 1.40 percentage points
8516,Mundo,¿Cómo funciona el primer carné de inmunidad de Latinoamérica creado en Chile?,/mundo/coronavirus-pase-de-movilidad-como-funciona-el-primer-carne-de-inmunidad-de-latinoamerica-creado-en-chile-nndc-noticia/,2021-06-03,How does the first Latin American immunity card created in Chile work?
8517,Política,Personeros técnicos de Perú Libre y Fuerza Popular se capacitan sobre cómputo de resultados,/peru/politica/keiko-fujimori-pedro-castillo-elecciones-2021-segunda-vuelta-onpe-capacita-a-personeros-tecnicos-de-peru-libre-y-fuerza-popular-sobre-computo-de-resultados-nndc-noticia/,2021-06-03,Technical representatives of Peru Libre and Fuerza Popular are trained on the computation of results
8518,Política,"Nuevas promesas de Castillo ratifican la improvisación y el desorden de su campaña, según analistas",/peru/politica/nuevas-promesas-de-castillo-ratifican-la-improvisacion-y-el-desorden-de-su-campana-segun-analistas-noticia/,2021-06-03,"Castillo's new promises ratify the improvisation and disorder of his campaign, according to analysts"
8519,Economía,Las medidas que plantea Pedro Francke,/economia/las-medidas-que-plantea-pedro-francke-noticia/,2021-06-03,The measures proposed by Pedro Francke
8520,Economía,BID señala recuperación comercial de Latinoamérica tras golpe del COVID-19,/economia/bid-senala-recuperacion-comercial-de-latinoamerica-tras-golpe-del-covid-19-noticia/,2021-06-03,IDB points to commercial recovery in Latin America after COVID-19 hit
8521,Mercados,BVL cierra con todos sus índices al alza a tres días de elecciones,/economia/mercados/bvl-cierra-con-todos-sus-indices-al-alza-a-tres-dias-de-elecciones-nndc-noticia/,2021-06-03,BVL closes with all its indices on the rise three days after the elections
8522,Política,"Keiko Fujimori a empresarios de Gamarra: “Hice algunas cosas bien, pero también cometí errores, por eso pido perdón”",/peru/politica/keiko-fujimori-a-empresarios-de-gamarra-hice-algunas-cosas-bien-pero-tambien-cometi-errores-por-eso-pido-perdon-nndc-noticia/,2021-06-03,"Keiko Fujimori to businessmen from Gamarra: ""I did some things well, but I also made mistakes, for that I apologize"""
8523,Empresas,El 41% de bodegueros ya contacta a sus proveedores por canales digitales,/economia/empresas/el-41-de-bodegueros-ya-contacta-a-sus-proveedores-por-canales-digitales-noticia/,2021-06-03,41% of winemakers already contact their suppliers through digital channels
8524,Mundo,"Colombia registra más de 30,000 contagios diarios en tercera ola de coronavirus",/mundo/covid-19-colombia-registra-mas-de-30000-contagios-diarios-en-tercera-ola-de-coronavirus-nndc-noticia/,2021-06-04,"Colombia registers more than 30,000 daily infections in the third wave of coronavirus"
8525,Mundo,"Argentina superó los 80,000 muertos por el COVID-19",/mundo/coronavirus-argentina-supero-los-80000-muertos-por-covid-19-nndc-noticia/,2021-06-04,"Argentina exceeded 80,000 deaths from COVID-19"
8526,Política,Keiko Fujimori apelará decisión judicial de no anular cierre de investigación fiscal,/peru/politica/keiko-fujimori-apelara-decision-judicial-de-no-anular-cierre-de-investigacion-fiscal-en-su-contra-caso-aportes-fuerza-popular-nndc-noticia/,2021-06-04,Keiko Fujimori will appeal the judicial decision not to annul the closure of the tax investigation
8527,Economía,CEO de Square y Twitter pretende democratizar los bitcóin con una “billetera” física,/economia/ceo-de-square-y-twitter-pretende-democratizar-los-bitcoin-con-una-billetera-fisica-noticia/,2021-06-04,CEO of Square and Twitter intends to democratize bitcoin with a physical “wallet”
8528,Empresas,Muelle Sur: MTC dio conformidad al cierre financiero para Fase 2 de la ampliación ,/economia/empresas/muelle-sur-mtc-dio-conformidad-al-cierre-financiero-para-fase-2-de-la-ampliacion-noticia/,2021-06-04,Muelle Sur: MTC approved the financial closure for Phase 2 of the expansion
8529,Empresas,SNI ratifica a Ricardo Márquez como presidente del gremio para el período 2021-2022,/economia/empresas/sni-ratifica-a-ricardo-marquez-como-presidente-de-gremio-para-el-periodo-2021-2022-nndc-noticia/,2021-06-04,SNI ratifies Ricardo Márquez as president of the union for the period 2021-2022
8530,Mundo,"Petróleo venezolano, etiquetado como malasio, apura rumbo a China antes de llegada de impuestos",/mundo/petroleo-venezolano-etiquetado-como-malasio-apura-rumbo-a-china-antes-de-llegada-de-impuestos-noticia/,2021-06-04,"Venezuelan oil, labeled as Malaysian, rushes to China before taxes arrive"
8531,Política,Ministerio de Defensa niega mensajes sobre supuestas acciones que tomarían FF.AA. tras segunda vuelta,/peru/politica/elecciones-2021-keiko-fujimori-pedro-castillo-ministerio-de-defensa-niega-mensajes-sobre-supuestas-acciones-que-tomarian-ffaa-tras-segunda-vuelta-del-6-del-junio-nndc-noticia/,2021-06-04,Ministry of Defense denies messages about supposed actions that the Armed Forces would take. after second round
8532,Mercados,Inversión verde crece en Latinoamérica como plan de supervivencia,/economia/mercados/inversion-verde-crece-en-latinoamerica-como-plan-de-supervivencia-noticia/,2021-06-04,Green investment grows in Latin America as a survival plan
8533,Mercados,"Cereales, azúcar y aceites disparan los precios mundiales de los alimentos",/economia/mercados/cereales-azucar-y-aceites-disparan-los-precios-mundiales-de-los-alimentos-noticia/,2021-06-04,"Cereals, sugar and oils trigger world food prices"
8534,Economía,Fitch sobre Perú: las políticas que socavan la estabilidad macro aceleran la presión a la calificación,/economia/fitch-sobre-peru-las-politicas-que-socavan-la-estabilidad-macro-aceleran-la-presion-a-la-calificacion-nndc-noticia/,2021-06-04,Fitch on Peru: Policies that undermine macro stability accelerate rating pressure
8535,Economía,Bolsa de Valores de Lima cierra con todos sus índices al alza a dos días de las elecciones,/economia/bolsa-de-valores-de-lima-cierra-con-todos-sus-indices-al-alza-a-dos-dias-de-las-elecciones-nndc-noticia/,2021-06-04,Lima Stock Exchange closes with all its indices on the rise two days before the elections
8536,Mundo,¿Qué es el peligroso hongo negro y por qué alarma al mundo en la pandemia? ,/mundo/hongo-negro-covid-19-que-es-el-peligroso-hongo-negro-y-por-que-alarma-al-mundo-en-la-pandemia-coronavirus-nndc-noticia/,2021-06-05,What is the dangerous black fungus and why is it alarming the world in the pandemic?
8537,Mundo,China identifica nuevos contagios y pequeño rebrote de COVID-19 en Cantón,/mundo/coronavirus-china-identifica-nuevos-contagios-y-pequeno-rebrote-de-covid-19-en-canton-nndc-noticia/,2021-06-05,China identifies new infections and small outbreak of COVID-19 in Guangzhou
8538,Mundo,"COVID-19: Paraguay recibe cerca de 100,000 dosis de la vacuna de Moderna donadas por Qatar",/mundo/covid-19-coronavirus-paraguay-recibe-cerca-de-100000-dosis-de-la-vacuna-de-moderna-donadas-por-qatar-nndc-noticia/,2021-06-05,"COVID-19: Paraguay receives nearly 100,000 doses of the Moderna vaccine donated by Qatar"
8539,Mundo,"Más de 150,000 ciudadanos de Perú podrán votar en España a su próximo presidente",/mundo/elecciones-2021-mas-de-150000-ciudadanos-de-peru-podran-votar-en-espana-a-su-proximo-presidente-nndc-noticia/,2021-06-05,"More than 150,000 citizens of Peru will be able to vote in Spain for their next president"
8540,Mundo,"COVID-19: Chile suma 8,867 nuevos casos, la segunda cifra más alta de la pandemia",/mundo/covid-19-coronavirus-chile-suma-8867-nuevos-casos-la-segunda-cifra-mas-alta-de-la-pandemia-nndc-noticia/,2021-06-05,"COVID-19: Chile adds 8,867 new cases, the second highest number of the pandemic"
8541,Economía,Día del Padre: ¿Cuánto gastarán los peruanos en los centros comerciales? ,/economia/dia-del-padre-cuanto-gastaran-los-peruanos-en-los-centros-comerciales-camara-de-comercio-de-lima-jockey-plaza-real-plaza-larcomar-megaplaza-nndc-noticia/,2021-06-05,Father's Day: How much will Peruvians spend in shopping malls?
8542,Mundo,EE.UU. reporta 605 muertes por COVID-19 en 24 horas y California es el estado más golpeado,/mundo/coronavirus-usa-estados-unidos-reporta-596996-muertes-por-covid-19-y-california-es-el-estado-mas-golpeado-nndc-noticia/,2021-06-05,The US reports 605 deaths from COVID-19 in 24 hours and California is the hardest hit state
8543,Mundo,México: secretario del PRI es secuestrado en vísperas de elecciones intermedias,/mundo/mexico-elecciones-en-mexico-alberto-salas-beltran-secretario-del-pri-es-secuestrado-en-visperas-de-elecciones-intermedias-amlo-nndc-noticia/,2021-06-05,Mexico: PRI secretary is kidnapped on the eve of mid-term elections
8544,Economía,Analistas rebajan estimado de crecimiento del PBI para este año,/economia/analistas-rebajan-estimado-de-crecimiento-del-pbi-para-este-ano-noticia/,2021-06-05,Analysts lower GDP growth estimate for this year
8545,Mundo,¿A dónde van los millones de dólares robados por la dictadura venezolana que son decomisados por EE.UU.?,/mundo/venezuela-estados-unidos-nicolas-maduro-hugo-chavez-a-donde-van-los-millones-de-dolares-robados-por-la-dictadura-venezolana-que-son-decomisados-por-eeuu-nndc-noticia/,2021-06-05,Where do the millions of dollars stolen by the Venezuelan dictatorship that are seized by the US go?
8546,Política,Pedro Castillo esperará los resultados de la segunda vuelta en Lima,/peru/politica/elecciones-2021-pedro-castillo-esperara-los-resultados-de-la-segunda-vuelta-en-lima-peru-libre-6-de-junio-jurado-nacional-de-elecciones-oficina-nacional-de-procesos-electorales-elecciones-generales-peru-2021-nndc-noticia/,2021-06-05,Pedro Castillo will wait for the results of the second round in Lima
8547,Empresas,"Subsidio a la planilla: más de 27,000 empresas serán beneficiadas en el quinto listado",/economia/management-empleo/subsidio-a-la-planilla-mas-de-27-mil-empresas-seran-beneficiadas-en-el-quinto-listado-empleo-trabajo-nndc-noticia/,2021-06-05,"Payroll subsidy: more than 27,000 companies will benefit from the fifth list"
8548,Política,Proceso de actas de segunda vuelta culminaría el 12 de junio,/peru/politica/proceso-de-actas-de-segunda-vuelta-culminaria-el-12-de-junio-nndc-noticia/,2021-06-05,Process of minutes of the second round would end on June 12
8549,Política,Elecciones generales de Perú de 2021: ¿este lunes 7 de junio será día no laborable?,/peru/politica/elecciones-2021-el-lunes-7-de-junio-sera-un-dia-no-laborable-para-los-miembros-de-mesa-segunda-vuelta-onpe-jne-pedro-castillo-keiko-fujimori-elecciones-generales-del-peru-2021-nndc-noticia/,2021-06-05,"General elections in Peru in 2021: will this Monday, June 7, be a non-working day?"
8550,Política,ONPE al 42.030%: Keiko Fujimori 52.905% y Pedro Castillo 47.095% ,/peru/politica/keiko-fujimori-52905-y-pedro-castillo-47095-en-segunda-vuelta-segun-oficina-nacional-de-procesos-electorales-al-42030-elecciones-peru-2021-segunda-vuelta-nndc-noticia/,2021-06-06,"ONPE at 42,030%: Keiko Fujimori 52,905% and Pedro Castillo 47,095%"
8551,Política,Presidente del JNE pide calma y esperar cómputos oficiales de la ONPE sobre segunda vuelta,/peru/politica/elecciones-2021-presidente-del-jne-pide-calma-y-esperar-computos-oficiales-de-la-onpe-nndc-noticia/,2021-06-06,President of the JNE asks for calm and wait for official calculations of the ONPE on the second round
8552,Mundo,El partido de López Obrador se proclama ganador con un escaso recuento,/mundo/elecciones-en-mexico-amlo-el-partido-de-andres-manuel-lopez-obrador-se-proclama-ganador-con-un-escaso-recuento-nndc-noticia/,2021-06-06,López Obrador's party is proclaimed the winner with a scant count
8553,Política,Perú Libre exige a la ONPE escaneo y revisión de todas las actas electorales con personeros,/peru/politica/elecciones-2021-peru-libre-exige-a-la-onpe-escaneo-y-revision-de-todas-las-actas-electorales-con-personeross-nndc-noticia/,2021-06-06,Peru Libre requires the ONPE to scan and review all electoral records with representatives
8554,Política,Conteo rápido: Pedro Castillo con 50.2% y Keiko Fujimori con 49.8%,/peru/politica/conteo-rapido-pedro-castillo-con-502-y-keiko-fujimori-con-498-elecciones-peru-2021-nndc-noticia/,2021-06-06,Quick count: Pedro Castillo with 50.2% and Keiko Fujimori with 49.8%
8555,Economía,Segura prevé un rebote moderado en el tipo de cambio si Keiko Fujimori se mantiene arriba,/economia/segura-preve-un-rebote-moderado-en-el-tipo-de-cambio-si-keiko-fujimori-se-mantiene-arriba-nndc-noticia/,2021-06-06,Segura foresees a moderate rebound in the exchange rate if Keiko Fujimori stays up
8556,Política,Segunda vuelta: Keiko Fujimori recibió resultados a boca de urna con su familia y militantes ,/peru/politica/segunda-vuelta-keiko-fujimori-recibio-resultados-a-boca-de-urna-con-su-familia-en-la-molina-elecciones-generales-del-peru-2021-fuerza-popular-segunda-vuelta-nndc-noticia/,2021-06-06,Second round: Keiko Fujimori received exit poll results with her family and militants
8557,Economía,Confiep pide respeto a resultados electorales y construir un “clima de paz social”,/economia/confiep-pide-respeto-a-resultados-electorales-y-construir-un-clima-de-paz-social-nndc-noticia/,2021-06-06,"Confiep asks for respect for electoral results and to build a ""climate of social peace"""
8558,Política,Verónika Mendoza insta a esperar los resultados oficiales con “absoluta tranquilidad”,/peru/politica/veronika-mendoza-sumarme-al-llamado-a-la-serenidad-a-la-responsabilidad-a-esperar-los-resultados-oficiales-con-absoluta-tranquilidad-segunda-vuelta-elecciones-2021-nndc-noticia/,2021-06-06,"Verónika Mendoza urges to wait for the official results with ""absolute tranquility"""
8559,Política,Pedro Castillo: llama a la calma y se pronunciará con los resultados de la ONPE,/peru/politica/elecciones-2021-pedro-castillo-hace-llamado-a-la-mas-amplia-cordura-y-esperar-resultados-oficiales-nndc-noticia/,2021-06-06,Pedro Castillo: calls for calm and will pronounce with the results of the ONPE
8560,Política,"Resultados de la segunda vuelta: así votaron en las regiones, según sondeo a boca de urna de Ipsos",/peru/politica/resultados-electorales-ipsos-de-la-segunda-vuelta-elecciones-generales-de-peru-de-2021-asi-votaron-las-regiones-segun-sondeo-a-boca-de-urna-ipsos-al-xxxxx-pedro-castillo-keiko-fujimori-en-directo-nndc-noticia/,2021-06-06,"Results of the second round: this is how they voted in the regions, according to Ipsos exit poll"
8561,Política,Pedro Castillo insta a sus personeros estar atentos a defender cada voto,/peru/politica/elecciones-2021-pedro-castillo-pide-a-personeros-estar-atentos-a-defender-cada-voto-keiko-fujimori-segunda-vuelta-nndc-noticia/,2021-06-06,Pedro Castillo urges his representatives to be attentive to defend each vote
8562,Política,Segunda vuelta: Vladimir Cerrón pide cuidar los votos rurales “como oro”,/peru/politica/elecciones-2021-segunda-vuelta-vladimir-cerron-pide-cuidar-los-votos-rurales-como-oro-segunda-vuelta-elecciones-generales-peru-2021-peru-libre-pedro-castillo-nndc-noticia/,2021-06-06,"Second round: Vladimir Cerrón asks to take care of rural votes ""like gold"""
8563,Política,Boca de urna: Keiko Fujimori con 50.3% y Pedro Castillo con 49.7%,/peru/politica/flash-electoral-ipsos-america-boca-de-urna-keiko-fujimori-con-503-y-pedro-castillo-con-497-segunda-vuelta-nndc-noticia/,2021-06-06,Exit poll: Keiko Fujimori with 50.3% and Pedro Castillo with 49.7%
8564,Economía,LatinFocus eleva previsión de crecimiento exportaciones peruanas a 19.5% para este año,/economia/latinfocus-eleva-prevision-de-crecimiento-exportaciones-peruanas-a-195-para-este-ano-nndc-noticia/,2021-06-06,LatinFocus raises Peruvian export growth forecast to 19.5% for this year
8565,Mundo,Peruanos de Miami y Los Ángeles votan en las “elecciones más importantes”,/mundo/segunda-vuelta-pedro-castillo-keiko-fujimori-elecciones-generales-2021-peruanos-de-miami-y-los-angeles-votan-en-las-elecciones-mas-importantes-nndc-noticia/,2021-06-06,Peruvians from Miami and Los Angeles vote in the “most important elections”
8566,Política,Premier Violeta Bermúdez pide “pasar la página” tras resultados de segunda vuelta,/peru/politica/elecciones-2021-violeta-bermudez-pide-pasar-la-pagina-tras-la-segunda-vuelta-keiko-fujimori-pedro-castillo-nndc-noticia/,2021-06-06,"Premier Violeta Bermúdez asks to ""turn the page"" after the results of the second round"
8567,Mundo,El estudio más grande del mundo que busca saber cómo el COVID-19 ha afectado las vidas de las personas,/mundo/el-estudio-mas-grande-del-mundo-que-busca-saber-como-el-covid-19-ha-afectado-las-vidas-de-las-personas-noticia/,2021-06-06,The largest study in the world that seeks to know how COVID-19 has affected people's lives
8568,Economía,"Inversión en infraestructura creció 5.9% en última década, pero servicios no llega a ciudadanía ",/economia/inversion-en-infraestructura-crecio-59-en-ultima-decada-pero-servicios-no-llega-a-ciudadania-nndc-noticia/,2021-06-06,"Investment in infrastructure grew 5.9% in the last decade, but services do not reach citizens"
8569,Política,Luis Galarreta: En el 80% de las actas impugnadas tenemos una ventaja,/peru/politica/luis-galarreta-en-el-80-de-las-actas-impugnadas-tenemos-una-ventaja-nndc-noticia/,2021-06-07,Luis Galarreta: In 80% of the disputed minutes we have an advantage
8570,Economía,"A mayo la venta de vehículos creció 73.2%, pero no supera niveles previos a la pandemia",/economia/a-mayo-la-venta-de-vehiculos-crecio-732-pero-no-supera-niveles-previos-a-la-pandemia-nndc-noticia/,2021-06-07,"As of May, vehicle sales grew 73.2%, but did not exceed pre-pandemic levels"
8571,Política,Keiko denuncia irregularidades e intención de boicotear voluntad popular,/peru/politica/elecciones-2021-keiko-denuncia-irregularidades-e-intencion-de-boicotear-voluntad-popular-nndc-noticia/,2021-06-07,Keiko denounces irregularities and intention to boycott popular will
8572,Política,Castillo afirma que respetaría compromisos de deuda pública del Perú,/peru/politica/elecciones-2021-castillo-afirma-que-respetaria-compromisos-de-deuda-publica-del-peru-segunda-vuelta-keiko-fujimori-noticia/,2021-06-07,Castillo affirms that he would respect Peru's public debt commitments
8573,Economía,Perú vs Ecuador: estas son las cuotas de las casas de apuestas por el encuentro rumbo a Qatar 2022,/economia/peru-vs-ecuador-estas-son-las-cuotas-de-las-casas-de-apuestas-por-el-encuentro-rumbo-a-qatar-2022-nndc-noticia/,2021-06-07,Peru vs Ecuador: these are the odds of the bookmakers for the match towards Qatar 2022
8574,Economía,Riesgo país de Perú subió 14 puntos básicos y cerró en 1.56 puntos porcentuales,/economia/riesgo-pais-de-peru-subio-14-puntos-basicos-y-cerro-en-156-puntos-porcentuales-noticia/,2021-06-07,Peru's country risk rose 14 basis points and closed at 1.56 percentage points
8575,Política,Voto extranjero: actas de otros países llegarán a Lima en valija diplomática en la semana,/peru/politica/actas-de-otros-paises-llegaran-a-lima-en-valija-diplomatica-durante-la-semana-senala-la-onpe-nndc-noticia/,2021-06-07,Foreign vote: minutes from other countries will arrive in Lima in a diplomatic bag during the week
8576,Economía,"Día del Padre: ventas online crecerán 25% a comparación del 2019, proyecta la CCL",/economia/dia-del-padre-ventas-online-creceran-25-a-comparacion-del-2019-proyecta-la-ccl-e-commerce-comercio-electronico-noticia/,2021-06-07,"Father's Day: online sales will grow 25% compared to 2019, projects the CCL"
8577,Mercados,Bolsa de Valores de Lima cerró con todos sus indicadores en rojo por incertidumbre electoral,/economia/mercados/bolsa-de-valores-de-lima-se-desploma-por-incertidumbre-electoral-nndc-noticia/,2021-06-07,Lima Stock Exchange closed with all its indicators in red due to electoral uncertainty
8578,Mercados,Activos peruanos caen tras avance de Pedro Castillo ,/economia/mercados/mercados-activos-peruanos-caen-tras-avance-de-pedro-castillo-noticia/,2021-06-07,Peruvian assets fall after advance of Pedro Castillo
8579,Economía,Tope a tasa de interés moratorio por atraso en pago de créditos será de 12.5%,/economia/tope-a-tasa-de-interes-moratorio-por-atraso-en-pago-de-creditos-sera-de-125-noticia/,2021-06-07,Cap on default interest rate for late payment of credits will be 12.5%
8580,Economía,La economía que recibe el nuevo Gobierno: entre el rebote y la debilidad laboral,/economia/la-economia-que-recibe-el-nuevo-gobierno-entre-el-rebote-y-la-debilidad-laboral-noticia/,2021-06-07,The economy that receives the new Government: between the rebound and labor weakness
8581,Mundo,EE.UU. tilda a Ortega de “dictador” y Nicaragua detiene a cuarto precandidato opositor,/mundo/eeuu-tilda-a-ortega-de-dictador-y-nicaragua-detiene-a-cuarto-precandidato-opositor-nndc-noticia/,2021-06-08,"The US calls Ortega a ""dictator"" and Nicaragua arrests a fourth opposition candidate"
8582,Política,"Pedro Castillo afirma que con informe del conteo de votos de sus personeros, su victoria ya sería oficial",/peru/politica/pedro-castillo-afirma-que-con-informe-del-conteo-de-votos-de-sus-personeros-su-victoria-ya-seria-oficial-nndc-noticia/,2021-06-08,"Pedro Castillo affirms that with the report of the vote count of his representatives, his victory would already be official"
8583,Política,"Luis Galarreta: “Si Castillo o Keiko ganan con un voto, se tiene que respetar”",/peru/politica/luis-galarreta-si-castillo-o-keiko-ganan-con-un-voto-se-tiene-que-respetar-noticia/,2021-06-08,"Luis Galarreta: ""If Castillo or Keiko win with one vote, they have to be respected"""
8584,Política,Fiscalía inicia diligencias en caso de personera de Perú Libre intervenida en Chiclayo,/peru/politica/elecciones-2021-keiko-fujimori-pedro-castillo-fiscalia-inicia-diligencias-en-caso-de-personera-de-peru-libre-intervenida-en-chiclayo-segunda-vuelta-nndc-noticia/,2021-06-08,The Prosecutor's Office initiates proceedings in the case of a representative of Peru Libre intervened in Chiclayo
8585,Economía,Retiro de AFP: Qué hacer si no puedo registrar mi solicitud porque mi usuario está bloqueado ,/economia/que-hacer-si-no-puedo-registrar-mi-solicitud-para-el-retiro-de-mi-afp-porque-mi-usuario-esta-bloqueado-integra-prima-profuturo-habitat-peru-nnda-nnlt-noticia/,2021-06-08,Withdrawal of AFP: What to do if I cannot register my application because my user is blocked
8586,Política,JNE entregará credenciales a congresistas electos este miércoles 9 de junio,/peru/politica/elecciones-2021-jne-entregara-credenciales-a-congresistas-electos-2021-2026-este-miercoles-9-de-junio-nndc-noticia/,2021-06-08,"JNE will deliver credentials to elected congressmen this Wednesday, June 9"
8587,Economía,Sunarp: documentos notariales de hipoteca se realizarán exclusivamente vía internet,/economia/sunarp-documentos-notariales-de-hipoteca-se-realizaran-exclusivamente-via-internet-noticia/,2021-06-08,Sunarp: notarial mortgage documents will be made exclusively via the internet
8588,Política,Congreso inicia mañana sesiones “exprés” para reformar la Constitución,/peru/politica/congreso-inicia-manana-sesiones-expres-para-reformar-la-constitucion-noticia/,2021-06-08,Congress begins “express” sessions tomorrow to reform the Constitution
8589,Economía,Riesgo país de Perú bajó cuatro puntos básicos y cerró en 1.52 puntos porcentuales,/economia/riesgo-pais-de-peru-bajo-4-puntos-basicos-y-cerro-en-152-puntos-porcentuales-noticia/,2021-06-08,Peru's country risk fell four basic points and closed at 1.52 percentage points
8590,Mercados,Bolsa de Valores de Lima cerró a la baja mientras avanza conteo de la ONPE,/economia/mercados/bolsa-de-valores-de-lima-cerro-a-la-baja-mientras-avanza-conteo-de-la-onpe-nndc-noticia/,2021-06-08,Lima Stock Exchange closed lower while the ONPE count advances
8591,Mercados,Cobre sube ante regreso de riesgos de suministro en Sudamérica,/economia/mercados/cobre-sube-ante-regreso-de-riesgos-de-suministro-en-sudamerica-noticia/,2021-06-08,Copper rises on return of supply risks in South America
8592,Mundo,EE.UU. tilda a Ortega de dictador e insta al mundo a tratarlo como tal,/mundo/eeuu-tilda-a-ortega-de-dictador-e-insta-al-mundo-a-tratarlo-como-tal-noticia/,2021-06-08,The US calls Ortega a dictator and urges the world to treat him as such
8593,Mercados,Política peruana limitaría inversiones en segundo mayor productor de cobre del mundo,/economia/mercados/politica-en-peru-limitaria-inversiones-en-segundo-productor-de-cobre-noticia/,2021-06-08,Peruvian Policy Would Limit Investments in World's Second Largest Copper Producer
8594,Economía,Perú se une al gigante tecnológico Tencent para promocionar el turismo y la alpaca en China,/economia/peru-se-une-al-gigante-tecnologico-tencent-para-promocionar-el-turismo-y-la-alpaca-en-china-noticia/,2021-06-08,Peru joins tech giant Tencent to promote tourism and alpaca in China
8595,Política,ONPE al 99.12%: Pedro Castillo tiene 50.20% y Keiko Fujimori 49.79% de votos,/peru/politica/onpe-al-9447-pedro-castillo-tiene-5012-y-keiko-fujimori-4987-de-votos-noticia/,2021-06-09,ONPE at 99.12%: Pedro Castillo has 50.20% and Keiko Fujimori 49.79% of votes
